Institute,Location,Type,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,OS,OPEN,Female Only,,39598,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,OS,OPEN,Female Only,,2490,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,OPEN,Female Only,,965191,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,OPEN,Female Only,,95937,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),OS,OPEN,Female Only,,202419,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,OS,OPEN,Female Only,,201819,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,OPEN,Female Only,,71430,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,OPEN (PwD),Female Only,,350097,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,OPEN (PwD),Female Only,,363291,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,SC,Female Only,,159725,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,SC,Female Only,,146930,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),OS,SC,Female Only,,202505,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,SC,Female Only,,198604,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,OS,SC,Female Only,,184959,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,OS,SC,Female Only,,171956,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,SC,Female Only,,208106,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,OS,SC,Female Only,,217146,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,ST,Female Only,,387863,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,ST,Female Only,,269936,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),OS,ST,Female Only,,401236,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,ST,Female Only,,298635,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,OS,ST,Female Only,,317316,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,OS,ST,Female Only,,319091,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,ST,Female Only,,366596,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,OS,ST,Female Only,,6588,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,OBC-NCL,Female Only,,42200,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,OBC-NCL,Female Only,,41586,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),OS,OBC-NCL,Female Only,,57864,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,OBC-NCL,Female Only,,54311,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,OS,OBC-NCL,Female Only,,48060,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,OS,OBC-NCL,Female Only,,49718,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,OBC-NCL,Female Only,,60444,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,OS,OBC-NCL,Female Only,,60739,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,OS,OBC-NCL,Female Only,,5695,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,OBC (CW),Female Only,,48257,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,OBC (CW),Female Only,,178178,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,OBC (CW),Female Only,,71430,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,EWS,Female Only,,33195,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,EWS,Female Only,,27588,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),OS,EWS,Female Only,,43572,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,EWS,Female Only,,41440,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,OS,EWS,Female Only,,34638,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,OS,EWS,Female Only,,38824,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,EWS,Female Only,,44649,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),HS,OPEN,Gender-Neutral,,137390,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),HS,OPEN,Gender-Neutral,,309252,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),HS,EWS,Gender-Neutral,,281397,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),HS,OBC-NCL,Gender-Neutral,,587565,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),HS,OBC (CW),Gender-Neutral,,1154098,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),HS,SC,Gender-Neutral,,378379,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),HS,OPEN,Gender-Neutral,,157050,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),HS,OPEN,Gender-Neutral,,390670,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),HS,EWS,Gender-Neutral,,360132,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),HS,OBC-NCL,Gender-Neutral,,825639,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),HS,OBC (CW),Gender-Neutral,,1389185,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),HS,OPEN,Gender-Neutral,,124222,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),HS,OPEN,Gender-Neutral,,276212,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),HS,EWS,Gender-Neutral,,264840,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),HS,OBC-NCL,Gender-Neutral,,507738,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),HS,OBC (CW),Gender-Neutral,,860643,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),HS,OPEN,Gender-Neutral,,133986,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),HS,OPEN,Gender-Neutral,,342877,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),HS,EWS,Gender-Neutral,,268475,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),HS,OBC-NCL,Gender-Neutral,,549283,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),HS,OBC (CW),Gender-Neutral,,1159291,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),HS,OPEN,Gender-Neutral,,104368,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),HS,OPEN,Gender-Neutral,,237603,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),HS,EWS,Gender-Neutral,,196101,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),HS,OBC-NCL,Gender-Neutral,,383254,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),HS,SC,Gender-Neutral,,1077216,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),HS,OPEN,Gender-Neutral,,121765,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),HS,OPEN,Gender-Neutral,,272930,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),HS,EWS,Gender-Neutral,,236321,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),HS,OBC-NCL,Gender-Neutral,,496646,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),HS,OBC (CW),Gender-Neutral,,905661,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),HS,OPEN,Gender-Neutral,,116042,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),HS,OPEN,Gender-Neutral,,335252,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),HS,EWS,Gender-Neutral,,210790,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),HS,OBC-NCL,Gender-Neutral,,437535,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),HS,OBC (CW),Gender-Neutral,,849708,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),HS,OPEN,Gender-Neutral,,154884,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),HS,OPEN,Gender-Neutral,,387389,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),HS,EWS,Gender-Neutral,,338172,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),HS,OBC-NCL,Gender-Neutral,,681781,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),HS,OBC (CW),Gender-Neutral,,1233891,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),HS,OPEN,Gender-Neutral,,143594,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),HS,OPEN,Gender-Neutral,,355859,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),HS,EWS,Gender-Neutral,,313947,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),HS,OBC-NCL,Gender-Neutral,,613040,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),HS,OBC (CW),Gender-Neutral,,1235567,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),HS,OPEN,Gender-Neutral,,149556,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),HS,OPEN,Gender-Neutral,,383119,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),HS,EWS,Gender-Neutral,,313198,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),HS,OBC-NCL,Gender-Neutral,,712288,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),HS,OBC (CW),Gender-Neutral,,1300810,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,OPEN,Gender-Neutral,,95524,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,OPEN (PwD),Gender-Neutral,,972059,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,OPEN,Gender-Neutral,,191394,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,EWS,Gender-Neutral,,177663,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,EWS (CW),Gender-Neutral,,354467,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,OBC-NCL,Gender-Neutral,,304678,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,OBC (CW),Gender-Neutral,,1208572,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),HS,SC,Gender-Neutral,,569382,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,OPEN,Gender-Neutral,,98662,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,OPEN,Gender-Neutral,,176075,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,EWS,Gender-Neutral,,190092,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,OBC-NCL,Gender-Neutral,,302294,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,OBC (CW),Gender-Neutral,,620544,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,SC,Gender-Neutral,,651861,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Okhla-I),HS,ST,Gender-Neutral,,971893,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Tool Engineering (Wazirpur),HS,OPEN,Gender-Neutral,,157638,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Tool Engineering (Wazirpur),HS,OPEN,Gender-Neutral,,388196,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Tool Engineering (Wazirpur),HS,EWS,Gender-Neutral,,363032,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Tool Engineering (Wazirpur),HS,OBC-NCL,Gender-Neutral,,792518,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechatronics Engineering (Okhla-II),HS,OPEN,Gender-Neutral,,146482,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechatronics Engineering (Okhla-II),HS,OPEN,Gender-Neutral,,347924,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechatronics Engineering (Okhla-II),HS,EWS,Gender-Neutral,,300541,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechatronics Engineering (Okhla-II),HS,OBC-NCL,Gender-Neutral,,687960,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechatronics Engineering (Okhla-II),HS,OBC (CW),Gender-Neutral,,1236038,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Dwarka),HS,OPEN,Gender-Neutral,,136230,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Dwarka),HS,OPEN,Gender-Neutral,,321781,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Dwarka),HS,EWS,Gender-Neutral,,254157,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Dwarka),HS,OBC-NCL,Gender-Neutral,,519470,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Dwarka),HS,OBC (CW),Gender-Neutral,,934304,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Okhla-II),HS,OPEN,Gender-Neutral,,137153,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Okhla-II),HS,OPEN,Gender-Neutral,,256841,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Okhla-II),HS,EWS,Gender-Neutral,,275779,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Okhla-II),HS,OBC-NCL,Gender-Neutral,,561060,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Network Eng. & Security (Okhla-II),HS,OBC (CW),Gender-Neutral,,1039559,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Branch (Campus),Quota,Seat Type,Gender,,Closing Rank,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),OS,OPEN,Gender-Neutral,,40459,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),OS,EWS,Gender-Neutral,,45707,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),OS,OBC-NCL,Gender-Neutral,,57730,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),OS,SC,Gender-Neutral,,190767,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electrical Engineering (Pusa),OS,ST,Gender-Neutral,,378379,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),OS,OPEN,Gender-Neutral,,43357,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),OS,EWS,Gender-Neutral,,49102,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),OS,OBC-NCL,Gender-Neutral,,60877,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),OS,SC,Gender-Neutral,,210930,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Printing Technology (Pusa),OS,ST,Gender-Neutral,,418467,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),OS,OPEN,Gender-Neutral,,39245,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),OS,EWS,Gender-Neutral,,44421,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),OS,OBC-NCL,Gender-Neutral,,57217,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),OS,SC,Gender-Neutral,,200064,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Shakarpur-I),OS,ST,Gender-Neutral,,381816,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),OS,OPEN,Gender-Neutral,,39348,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),OS,EWS,Gender-Neutral,,44877,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),OS,OBC-NCL,Gender-Neutral,,57933,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),OS,SC,Gender-Neutral,,204716,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Electronics & Comm. (Okhla-I),OS,ST,Gender-Neutral,,381423,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),OS,OPEN,Gender-Neutral,,35385,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),OS,EWS,Gender-Neutral,,39748,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),OS,OBC-NCL,Gender-Neutral,,57143,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),OS,SC,Gender-Neutral,,160673,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Artificial Intelligence (Shakarpur-I),OS,ST,Gender-Neutral,,381035,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),OS,OPEN,Gender-Neutral,,36963,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),OS,EWS,Gender-Neutral,,44062,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),OS,OBC-NCL,Gender-Neutral,,56623,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Shakarpur-I),OS,SC,Gender-Neutral,,204286,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),OS,OPEN,Gender-Neutral,,36706,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),OS,EWS,Gender-Neutral,,43485,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),OS,OBC-NCL,Gender-Neutral,,56379,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Data Analytics (Okhla-II),OS,SC,Gender-Neutral,,201326,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),OS,OPEN,Gender-Neutral,,43299,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),OS,EWS,Gender-Neutral,,49982,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),OS,OBC-NCL,Gender-Neutral,,59069,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),OS,SC,Gender-Neutral,,203319,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Civil Engineering (Ashok Vihar),OS,ST,Gender-Neutral,,343034,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),OS,OPEN,Gender-Neutral,,42034,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),OS,EWS,Gender-Neutral,,47494,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),OS,OBC-NCL,Gender-Neutral,,59562,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),OS,SC,Gender-Neutral,,207115,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Ashok Vihar),OS,ST,Gender-Neutral,,380841,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),OS,OPEN,Gender-Neutral,,42538,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),OS,EWS,Gender-Neutral,,48731,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),OS,OBC-NCL,Gender-Neutral,,60526,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),OS,SC,Gender-Neutral,,209727,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Mechanical Engineering (Okhla-I),OS,ST,Gender-Neutral,,400041,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),OS,OPEN,Gender-Neutral,,31128,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),OS,EWS,Gender-Neutral,,42015,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),OS,OBC-NCL,Gender-Neutral,,54547,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),OS,SC,Gender-Neutral,,163523,2024
DELHI SKILL AND ENTREPREURSHIP UNIVERSITY,Delhi,JAC Delhi,Computer Science (Rohini),OS,ST,Gender-Neutral,,378337,2024
